Designator,Mid X,Mid Y,Layer,Rotation
BLUE,60.08,19,Top,90
BLUE-WHITE,64.92,19,Top,90
GREEN,12.92,19,Top,90
GREEN-WHITE,8.08,19,Top,90
J1,22,6,Top,0
J2,51,6,Top,0
