time,amplitude
0.065975,3.88
0.06598,3.8
0.065985,3.88
0.06599,3.88
0.065995,3.96
0.066,0.2
0.066005,0.28
0.06601,0.2
0.066015,0.2
0.06602,0.2
0.066025,0.2
0.06603,0.2
0.066035,0.2
0.06604,0.2
0.066045,0.2
0.06605,0.2
0.066055,0.28
0.06606,0.2
0.066065,3.72
0.06607,3.8
0.066075,3.88
0.06608,3.88
0.066085,3.96
0.06609,3.8
0.066095,0.2
0.0661,0.2
0.066105,0.28
0.06611,0.12
0.066115,0.2
0.06612,0.2
0.066125,3.88
0.06613,3.88
0.066135,3.96
0.06614,3.88
0.066145,3.88
0.06615,3.88
0.066155,0.2
0.06616,0.2
0.066165,0.28
0.06617,0.2
0.066175,0.28
0.06618,0.2
0.066185,0.2
0.06619,3.88
0.066195,3.96
0.0662,3.88
0.066205,3.88
0.06621,3.96
0.066215,3.96
0.06622,3.88
0.066225,3.96
0.06623,3.88
0.066235,3.96
0.06624,3.96
0.066245,3.96
0.06625,0.28
0.066255,0.2
0.06626,0.2
0.066265,0.2
0.06627,0.2
0.066275,0.28
0.06628,3.96
0.066285,3.96
0.06629,3.88
0.066295,3.96
0.0663,3.96
0.066305,3.88
0.06631,3.88
0.066315,0.2
0.06632,0.2
0.066325,0.2
0.06633,0.2
0.066335,0.2
0.06634,0.2
0.066345,0.28
0.06635,0.2
0.066355,0.2
0.06636,0.2
0.066365,0.2
0.06637,0.2
0.066375,3.88
0.06638,3.88
0.066385,3.8
0.06639,3.8
0.066395,3.88
0.0664,3.88
0.066405,3.8
0.06641,3.88
0.066415,3.88
0.06642,3.88
0.066425,3.8
0.06643,3.88
0.066435,3.88
0.06644,0.2
0.066445,0.2
0.06645,0.2
0.066455,0.28
0.06646,0.2
0.066465,0.2
0.06647,3.88
0.066475,3.88
0.06648,3.88
0.066485,3.88
0.06649,3.72
0.066495,3.88
0.0665,0.2
0.066505,0.2
0.06651,0.2
0.066515,0.2
0.06652,0.2
0.066525,0.2
0.06653,0.2
0.066535,0.12
0.06654,0.12
0.066545,0.2
0.06655,0.2
0.066555,0.2
0.06656,0.2
0.066565,3.88
0.06657,3.88
0.066575,3.88
0.06658,3.96
0.066585,3.88
0.06659,4.04
0.066595,0.2
0.0666,0.2
0.066605,0.2
0.06661,0.28
0.066615,0.2
0.06662,0.2
0.066625,3.88
0.06663,3.88
0.066635,3.88
0.06664,3.88
0.066645,3.96
0.06665,3.96
0.066655,0.28
0.06666,0.2
0.066665,0.2
0.06667,0.2
0.066675,0.2
0.06668,0.2
0.066685,0.2
0.06669,3.96
0.066695,3.8
0.0667,3.88
0.066705,3.88
0.06671,3.88
0.066715,3.88
0.06672,3.96
0.066725,3.96
0.06673,3.88
0.066735,3.88
0.06674,3.96
0.066745,3.88
0.06675,0.2
0.066755,0.28
0.06676,0.2
0.066765,0.28
0.06677,0.2
0.066775,0.2
0.06678,3.88
0.066785,3.88
0.06679,3.88
0.066795,3.88
0.0668,3.88
0.066805,3.88
0.06681,3.96
0.066815,0.2
0.06682,0.2
0.066825,0.2
0.06683,0.2
0.066835,0.2
0.06684,0.2
0.066845,0.2
0.06685,0.2
0.066855,0.2
0.06686,0.2
0.066865,0.2
0.06687,0.28
0.066875,3.8
0.06688,3.88
0.066885,3.88
0.06689,3.8
0.066895,3.96
0.0669,3.8
0.066905,3.88
0.06691,3.88
0.066915,3.88
0.06692,3.8
0.066925,3.88
0.06693,3.8
0.066935,3.8
0.06694,0.2
0.066945,0.2
0.06695,0.28
0.066955,0.2
0.06696,0.28
0.066965,0.12
0.06697,3.88
0.066975,3.8
0.06698,3.88
0.066985,3.8
0.06699,3.88
0.066995,3.88
0.067,0.2
0.067005,0.28
0.06701,0.2
0.067015,0.2
0.06702,0.2
0.067025,0.2
0.06703,0.2
0.067035,0.2
0.06704,0.2
0.067045,0.2
0.06705,0.2
0.067055,0.2
0.06706,0.28
0.067065,3.88
0.06707,3.96
0.067075,3.88
0.06708,3.88
0.067085,3.88
0.06709,3.88
0.067095,0.2
0.0671,0.12
0.067105,0.28
0.06711,0.2
0.067115,0.2
0.06712,0.2
0.067125,3.96
0.06713,3.88
0.067135,3.88
0.06714,3.88
0.067145,3.96
0.06715,3.96
0.067155,0.2
0.06716,0.2
0.067165,0.28
0.06717,0.2
0.067175,0.2
0.06718,0.2
0.067185,0.28
0.06719,3.88
0.067195,3.88
0.0672,3.88
0.067205,3.88
0.06721,3.88
0.067215,3.88
0.06722,3.88
0.067225,3.88
0.06723,3.88
0.067235,3.88
0.06724,3.96
0.067245,3.96
0.06725,0.2
0.067255,0.28
0.06726,0.2
0.067265,0.28
0.06727,0.2
0.067275,0.2
0.06728,3.88
0.067285,3.88
0.06729,3.8
0.067295,3.8
0.0673,3.88
0.067305,3.88
0.06731,3.96
0.067315,0.2
0.06732,0.28
0.067325,0.2
0.06733,0.28
0.067335,0.28
0.06734,0.2
0.067345,0.2
0.06735,0.2
0.067355,0.2
0.06736,0.2
0.067365,0.2
0.06737,0.12
0.067375,3.8
0.06738,3.88
0.067385,3.8
0.06739,3.8
0.067395,3.8
0.0674,3.88
0.067405,3.88
0.06741,3.88
0.067415,3.8
0.06742,3.88
0.067425,3.88
0.06743,3.88
0.067435,3.88
0.06744,0.12
0.067445,0.28
0.06745,0.2
0.067455,0.28
0.06746,0.2
0.067465,0.28
0.06747,3.88
0.067475,3.96
0.06748,3.88
0.067485,3.96
0.06749,3.96
0.067495,3.88
0.0675,0.28
0.067505,0.2
0.06751,0.28
0.067515,0.2
0.06752,0.28
0.067525,0.12
0.06753,0.28
0.067535,0.2
0.06754,0.2
0.067545,0.28
0.06755,0.2
0.067555,0.2
0.06756,0.2
0.067565,3.88
0.06757,3.88
0.067575,3.96
0.06758,3.96
0.067585,3.96
0.06759,3.88
0.067595,0.2
0.0676,0.2
0.067605,0.2
0.06761,0.2
0.067615,0.2
0.06762,0.2
0.067625,3.88
0.06763,3.88
0.067635,3.88
0.06764,3.96
0.067645,3.88
0.06765,3.8
0.067655,0.2
0.06766,0.2
0.067665,0.2
0.06767,0.12
0.067675,0.2
0.06768,0.2
0.067685,0.12
0.06769,3.88
0.067695,3.96
0.0677,3.88
0.067705,3.8
0.06771,3.88
0.067715,3.8
0.06772,3.8
0.067725,3.88
0.06773,3.88
0.067735,3.88
0.06774,3.88
0.067745,3.88
0.06775,0.2
0.067755,0.2
0.06776,0.2
0.067765,0.28
0.06777,0.12
0.067775,0.28
0.06778,3.8
0.067785,3.88
0.06779,3.88
0.067795,3.8
0.0678,3.8
0.067805,3.8
0.06781,3.88
0.067815,0.28
0.06782,0.28
0.067825,0.2
0.06783,0.28
0.067835,0.2
0.06784,0.2
0.067845,0.28
0.06785,0.12
0.067855,0.28
0.06786,0.28
0.067865,0.2
0.06787,0.2
0.067875,3.88
0.06788,3.88
0.067885,3.8
0.06789,3.88
0.067895,3.88
0.0679,3.88
0.067905,3.88
0.06791,3.88
0.067915,3.88
0.06792,3.96
0.067925,3.96
0.06793,3.8
0.067935,3.96
0.06794,0.12
0.067945,0.28
0.06795,0.28
0.067955,0.2
0.06796,0.2
0.067965,0.28
0.06797,3.88
0.067975,3.96
0.06798,3.96
0.067985,3.88
0.06799,3.96
0.067995,3.88
0.068,0.2
0.068005,0.28
0.06801,0.28
0.068015,0.2
0.06802,0.2
0.068025,0.28
0.06803,0.2
0.068035,0.28
0.06804,0.2
0.068045,0.2
0.06805,0.2
0.068055,0.28
0.06806,0.12
0.068065,3.96
0.06807,3.88
0.068075,3.96
0.06808,3.88
0.068085,3.96
0.06809,3.96
0.068095,0.2
0.0681,0.2
0.068105,0.2
0.06811,0.2
0.068115,0.28
0.06812,0.2
0.068125,3.88
0.06813,3.88
0.068135,3.88
0.06814,3.88
0.068145,3.88
0.06815,3.96
0.068155,0.2
0.06816,0.2
0.068165,0.2
0.06817,0.2
0.068175,0.2
0.06818,0.2
0.068185,0.2
0.06819,3.96
0.068195,3.8
0.0682,3.8
0.068205,3.88
0.06821,3.88
0.068215,3.88
0.06822,3.88
0.068225,3.8
0.06823,3.88
0.068235,3.88
0.06824,3.88
0.068245,3.96
0.06825,0.2
0.068255,0.2
0.06826,0.2
0.068265,0.28
0.06827,0.28
0.068275,0.2
0.06828,3.8
0.068285,3.88
0.06829,3.88
0.068295,3.88
0.0683,3.8
0.068305,3.88
0.06831,3.8
0.068315,0.2
0.06832,0.28
0.068325,0.28
0.06833,0.2
0.068335,0.28
0.06834,0.2
0.068345,0.2
0.06835,0.2
0.068355,0.2
0.06836,0.2
0.068365,0.2
0.06837,0.12
0.068375,3.88
0.06838,3.96
0.068385,3.88
0.06839,3.88
0.068395,3.96
0.0684,3.88
0.068405,3.88
0.06841,3.88
0.068415,3.96
0.06842,3.96
0.068425,3.88
0.06843,3.96
0.068435,3.96
0.06844,0.28
0.068445,0.2
0.06845,0.28
0.068455,0.2
0.06846,0.12
0.068465,0.2
0.06847,3.88
0.068475,3.88
0.06848,3.88
0.068485,3.96
0.06849,3.88
0.068495,3.96
0.0685,0.28
0.068505,0.2
0.06851,0.2
0.068515,0.28
0.06852,0.28
0.068525,0.12
0.06853,0.2
0.068535,0.2
0.06854,0.28
0.068545,0.12
0.06855,0.2
0.068555,0.2
0.06856,3.4
0.068565,3.88
0.06857,3.88
0.068575,3.96
0.06858,3.88
0.068585,3.8
0.06859,3.88
0.068595,0.2
0.0686,0.2
0.068605,0.2
0.06861,0.2
0.068615,0.2
0.06862,0.2
0.068625,3.88
0.06863,3.88
0.068635,3.8
0.06864,3.8
0.068645,3.88
0.06865,3.88
0.068655,0.2
0.06866,0.2
0.068665,0.2
0.06867,0.2
0.068675,0.28
0.06868,0.2
0.068685,3.4
0.06869,3.96
0.068695,3.8
0.0687,3.88
0.068705,3.8
0.06871,3.8
0.068715,3.8
0.06872,3.88
0.068725,3.8
0.06873,3.88
0.068735,3.8
0.06874,3.88
0.068745,3.88
0.06875,0.2
0.068755,0.2
0.06876,0.28
0.068765,0.2
0.06877,0.28
0.068775,0.2
0.06878,3.88
0.068785,3.96
0.06879,3.8
0.068795,3.88
0.0688,3.96
0.068805,3.88
0.06881,-0.04
0.068815,0.2
0.06882,0.2
0.068825,0.28
0.06883,0.2
0.068835,0.28
0.06884,0.2
0.068845,0.2
0.06885,0.2
0.068855,0.2
0.06886,0.28
0.068865,0.2
0.06887,0.2
0.068875,3.88
0.06888,3.96
0.068885,3.88
0.06889,3.96
0.068895,3.88
0.0689,3.96
0.068905,3.88
0.06891,3.96
0.068915,3.88
0.06892,3.96
0.068925,4.04
0.06893,3.96
0.068935,0.28
0.06894,0.2
0.068945,0.28
0.06895,0.2
0.068955,0.2
0.06896,0.2
0.068965,0.2
0.06897,3.96
0.068975,3.88
0.06898,3.96
0.068985,3.88
0.06899,3.96
0.068995,3.88
0.069,0.2
0.069005,0.2
0.06901,0.2
0.069015,0.2
0.06902,0.2
0.069025,0.2
0.06903,0.2
0.069035,0.2
0.06904,0.2
0.069045,0.12
0.06905,0.28
0.069055,0.2
0.06906,3.88
0.069065,3.96
0.06907,3.8
0.069075,3.88
0.06908,3.96
0.069085,3.88
0.06909,3.88
0.069095,0.2
0.0691,0.28
0.069105,0.2
0.06911,0.2
0.069115,0.2
0.06912,0.2
0.069125,3.96
0.06913,3.72
0.069135,3.8
0.06914,3.8
0.069145,3.8
0.06915,3.88
0.069155,0.2
0.06916,0.2
0.069165,0.2
0.06917,0.2
0.069175,0.2
0.06918,0.2
0.069185,3.8
0.06919,3.88
0.069195,3.72
0.0692,3.8
0.069205,3.88
0.06921,3.88
0.069215,3.8
0.06922,3.8
0.069225,3.88
0.06923,3.88
0.069235,3.88
0.06924,3.88
0.069245,3.88
0.06925,0.28
0.069255,0.2
0.06926,0.28
0.069265,0.2
0.06927,0.28
0.069275,0.2
0.06928,3.96
0.069285,3.88
0.06929,3.88
0.069295,3.96
0.0693,3.96
0.069305,3.96
0.06931,0.12
0.069315,0.28
0.06932,0.2
0.069325,0.2
0.06933,0.2
0.069335,0.28
0.06934,0.2
0.069345,0.2
0.06935,0.2
0.069355,0.2
0.06936,0.2
0.069365,0.2
0.06937,0.2
0.069375,3.88
0.06938,3.88
0.069385,3.88
0.06939,3.88
0.069395,3.88
0.0694,3.96
0.069405,3.88
0.06941,3.96
0.069415,3.96
0.06942,3.88
0.069425,3.88
0.06943,3.96
0.069435,0.2
0.06944,0.28
0.069445,0.2
0.06945,0.2
0.069455,0.2
0.06946,0.2
0.069465,0.2
0.06947,3.88
0.069475,3.88
0.06948,3.88
0.069485,3.88
0.06949,3.88
0.069495,3.88
0.0695,0.2
0.069505,0.2
0.06951,0.2
0.069515,0.28
0.06952,0.2
0.069525,0.2
0.06953,0.28
0.069535,0.2
0.06954,0.2
0.069545,0.2
0.06955,0.2
0.069555,0.12
0.06956,3.8
0.069565,3.8
0.06957,3.88
0.069575,3.88
0.06958,3.8
0.069585,3.88
0.06959,3.88
0.069595,0.2
0.0696,0.28
0.069605,0.2
0.06961,0.2
0.069615,0.2
0.06962,0.2
0.069625,3.8
0.06963,3.8
0.069635,3.88
0.06964,3.8
0.069645,3.8
0.06965,3.88
0.069655,0.12
0.06966,0.28
0.069665,0.2
0.06967,0.2
0.069675,0.12
0.06968,0.2
0.069685,3.88
0.06969,3.88
0.069695,3.96
0.0697,3.88
0.069705,3.88
0.06971,3.88
0.069715,3.96
0.06972,3.88
0.069725,3.96
0.06973,3.88
0.069735,3.96
0.06974,3.96
0.069745,3.96
0.06975,0.2
0.069755,0.12
0.06976,0.2
0.069765,0.2
0.06977,0.2
0.069775,0.2
0.06978,3.88
0.069785,3.88
0.06979,3.96
0.069795,3.88
0.0698,3.96
0.069805,3.96
0.06981,0.2
0.069815,0.2
0.06982,0.28
0.069825,0.2
0.06983,0.2
0.069835,0.2
0.06984,0.2
0.069845,0.2
0.06985,0.2
0.069855,0.2
0.06986,0.2
0.069865,0.2
0.06987,0.2
0.069875,3.8
0.06988,3.88
0.069885,3.88
0.06989,3.96
0.069895,3.88
0.0699,3.88
0.069905,3.88
0.06991,3.96
0.069915,3.96
0.06992,3.8
0.069925,3.88
0.06993,3.96
0.069935,0.2
0.06994,0.2
0.069945,0.28
0.06995,0.28
0.069955,0.2
0.06996,0.2
0.069965,0.2
0.06997,3.88
0.069975,3.88
0.06998,3.96
0.069985,3.8
0.06999,3.88
0.069995,3.88
0.07,0.12
0.070005,0.28
0.07001,0.2
0.070015,0.2
0.07002,0.2
0.070025,0.2
0.07003,0.28
0.070035,0.2
0.07004,0.2
0.070045,0.2
0.07005,0.2
0.070055,0.2
0.07006,3.8
0.070065,3.8
0.07007,3.8
0.070075,3.8
0.07008,3.88
0.070085,3.88
0.07009,3.8
0.070095,0.2
0.0701,0.28
0.070105,0.2
0.07011,0.2
0.070115,0.28
0.07012,0.2
0.070125,3.88
0.07013,3.88
0.070135,3.8
0.07014,3.88
0.070145,3.88
0.07015,3.88
0.070155,0.2
0.07016,0.28
0.070165,0.2
0.07017,0.28
0.070175,0.28
0.07018,0.2
0.070185,3.96
0.07019,3.88
0.070195,3.96
0.0702,3.88
0.070205,3.96
0.07021,3.88
0.070215,3.88
0.07022,3.88
0.070225,3.96
0.07023,3.88
0.070235,4.04
0.07024,3.88
0.070245,3.96
0.07025,0.2
0.070255,0.2
0.07026,0.28
0.070265,0.28
0.07027,0.2
0.070275,0.28
0.07028,3.88
0.070285,3.96
0.07029,3.96
0.070295,3.88
0.0703,3.96
0.070305,3.96
0.07031,0.12
0.070315,0.2
0.07032,0.2
0.070325,0.12
0.07033,0.28
0.070335,0.2
0.07034,0.2
0.070345,0.28
0.07035,0.2
0.070355,0.2
0.07036,0.28
0.070365,0.2
0.07037,0.2
0.070375,3.88
0.07038,3.88
0.070385,3.88
0.07039,3.88
0.070395,3.96
0.0704,3.8
0.070405,3.88
0.07041,3.88
0.070415,3.88
0.07042,3.88
0.070425,3.88
0.07043,3.88
0.070435,0.12
0.07044,0.2
0.070445,0.2
0.07045,0.2
0.070455,0.28
0.07046,0.2
0.070465,0.28
0.07047,3.88
0.070475,3.8
0.07048,3.88
0.070485,3.88
0.07049,3.88
0.070495,3.88
0.0705,0.2
0.070505,0.2
0.07051,0.2
0.070515,0.28
0.07052,0.2
0.070525,0.28
0.07053,0.2
0.070535,0.28
0.07054,0.2
0.070545,0.12
0.07055,0.2
0.070555,0.2
0.07056,3.88
0.070565,3.88
0.07057,3.8
0.070575,3.88
0.07058,3.88
0.070585,3.88
0.07059,3.88
0.070595,0.2
0.0706,0.2
0.070605,0.28
0.07061,0.28
0.070615,0.28
0.07062,0.2
0.070625,3.8
0.07063,3.96
0.070635,3.88
0.07064,3.96
0.070645,3.88
0.07065,3.88
0.070655,0.28
0.07066,0.2
0.070665,0.2
0.07067,0.28
0.070675,0.2
0.07068,0.2
0.070685,3.96
0.07069,3.88
0.070695,3.88
0.0707,3.88
0.070705,3.96
0.07071,3.88
0.070715,3.88
0.07072,3.88
0.070725,3.88
0.07073,3.96
0.070735,3.96
0.07074,3.96
0.070745,3.96
0.07075,0.2
0.070755,0.2
0.07076,0.28
0.070765,0.12
0.07077,0.2
0.070775,0.2
0.07078,3.96
0.070785,3.88
0.07079,3.96
0.070795,3.96
0.0708,3.88
0.070805,3.88
0.07081,0.2
0.070815,0.2
0.07082,0.2
0.070825,0.2
0.07083,0.2
0.070835,0.2
0.07084,0.2
0.070845,0.28
0.07085,0.12
0.070855,0.2
0.07086,0.2
0.070865,0.28
0.07087,0.2
0.070875,3.88
0.07088,3.88
0.070885,3.88
0.07089,3.88
0.070895,3.8
0.0709,3.88
0.070905,3.88
0.07091,3.8
0.070915,3.88
0.07092,3.88
0.070925,3.88
0.07093,3.88
0.070935,0.2
0.07094,0.2
0.070945,0.28
0.07095,0.2
0.070955,0.28
0.07096,0.2
0.070965,0.2
0.07097,3.8
0.070975,3.8
0.07098,3.8
0.070985,3.88
0.07099,3.8
0.070995,3.8
0.071,0.2
0.071005,0.2
0.07101,0.28
0.071015,0.2
0.07102,0.2
0.071025,0.2
0.07103,0.2
0.071035,0.2
0.07104,0.28
0.071045,0.2
0.07105,0.2
0.071055,0.2
0.07106,3.96
0.071065,3.96
0.07107,3.88
0.071075,3.88
0.07108,3.88
0.071085,3.88
0.07109,3.96
0.071095,0.2
0.0711,0.2
0.071105,0.2
0.07111,0.2
0.071115,0.2
0.07112,0.12
0.071125,3.96
0.07113,3.88
0.071135,3.88
0.07114,3.8
0.071145,3.96
0.07115,3.96
0.071155,0.12
0.07116,0.2
0.071165,0.2
0.07117,0.2
0.071175,0.2
0.07118,0.2
0.071185,4.04
0.07119,3.96
0.071195,3.96
0.0712,3.88
0.071205,3.88
0.07121,3.88
0.071215,3.88
0.07122,3.88
0.071225,3.88
0.07123,3.88
0.071235,3.96
0.07124,3.88
0.071245,3.96
0.07125,0.2
0.071255,0.28
0.07126,0.2
0.071265,0.28
0.07127,0.28
0.071275,0.2
0.07128,3.88
0.071285,3.88
0.07129,3.88
0.071295,3.96
0.0713,3.8
0.071305,3.88
0.07131,0.2
0.071315,0.28
0.07132,0.12
0.071325,0.28
0.07133,0.2
0.071335,0.2
0.07134,0.2
0.071345,0.2
0.07135,0.2
0.071355,0.2
0.07136,0.2
0.071365,0.2
0.07137,0.12
0.071375,3.88
0.07138,3.88
0.071385,3.88
0.07139,3.88
0.071395,3.8
0.0714,3.8
0.071405,3.8
0.07141,3.88
0.071415,3.8
0.07142,3.88
0.071425,3.88
0.07143,3.8
0.071435,0.12
0.07144,0.28
0.071445,0.2
0.07145,0.28
0.071455,0.2
0.07146,0.28
0.071465,0.2
0.07147,3.88
0.071475,3.8
0.07148,3.88
0.071485,3.88
0.07149,3.88
0.071495,3.96
0.0715,0.2
0.071505,0.2
0.07151,0.2
0.071515,0.2
0.07152,0.28
0.071525,0.2
0.07153,0.2
0.071535,0.28
0.07154,0.2
0.071545,0.2
0.07155,0.2
0.071555,0.2
0.07156,3.96
0.071565,3.96
0.07157,3.8
0.071575,3.88
0.07158,3.88
0.071585,3.96
0.07159,3.96
0.071595,0.2
0.0716,0.2
0.071605,0.28
0.07161,0.2
0.071615,0.2
0.07162,0.2
0.071625,4.04
0.07163,3.88
0.071635,3.96
0.07164,3.88
0.071645,3.88
0.07165,3.88
0.071655,0.28
0.07166,0.2
0.071665,0.28
0.07167,0.2
0.071675,0.28
0.07168,0.2
0.071685,3.96
0.07169,3.88
0.071695,3.88
0.0717,3.88
0.071705,3.96
0.07171,3.88
0.071715,3.88
0.07172,3.88
0.071725,3.88
0.07173,3.88
0.071735,3.96
0.07174,3.88
0.071745,3.88
0.07175,0.2
0.071755,0.28
0.07176,0.2
0.071765,0.2
0.07177,0.2
0.071775,0.2
0.07178,3.88
0.071785,3.88
0.07179,3.88
0.071795,3.88
0.0718,3.88
0.071805,3.88
0.07181,0.2
0.071815,0.2
0.07182,0.28
0.071825,0.2
0.07183,0.2
0.071835,0.2
0.07184,0.2
0.071845,0.12
0.07185,0.28
0.071855,0.2
0.07186,0.28
0.071865,0.2
0.07187,0.2
0.071875,3.8
0.07188,3.8
0.071885,3.8
0.07189,3.8
0.071895,3.8
0.0719,3.88
0.071905,3.8
0.07191,3.8
0.071915,3.8
0.07192,3.88
0.071925,3.88
0.07193,3.88
0.071935,0.2
0.07194,0.28
0.071945,0.2
0.07195,0.2
0.071955,0.2
0.07196,0.2
0.071965,0.2
0.07197,3.88
0.071975,3.88
0.07198,3.88
0.071985,3.88
0.07199,3.96
0.071995,3.96
0.072,0.2
0.072005,0.2
0.07201,0.2
0.072015,0.2
0.07202,0.2
0.072025,0.2
0.07203,0.12
0.072035,0.2
0.07204,0.2
0.072045,0.2
0.07205,0.28
0.072055,0.2
0.07206,3.96
0.072065,3.96
0.07207,3.88
0.072075,3.96
0.07208,3.88
0.072085,3.88
0.07209,3.96
0.072095,0.2
0.0721,0.28
0.072105,0.28
0.07211,0.2
0.072115,0.28
0.07212,0.12
0.072125,3.88
0.07213,3.96
0.072135,3.88
0.07214,3.88
0.072145,3.88
0.07215,3.96
0.072155,0.2
0.07216,0.2
0.072165,0.2
0.07217,0.2
0.072175,0.2
0.07218,0.2
0.072185,3.96
0.07219,3.88
0.072195,3.8
0.0722,3.88
0.072205,3.88
0.07221,3.96
0.072215,3.8
0.07222,3.8
0.072225,3.88
0.07223,3.88
0.072235,3.88
0.07224,3.88
0.072245,3.96
0.07225,0.28
0.072255,0.2
0.07226,0.2
0.072265,0.2
0.07227,0.2
0.072275,0.2
0.07228,3.88
0.072285,3.88
0.07229,3.88
0.072295,3.88
0.0723,3.96
0.072305,3.8
0.07231,0.2
0.072315,0.2
0.07232,0.2
0.072325,0.2
0.07233,0.2
0.072335,0.2
0.07234,0.2
0.072345,0.12
0.07235,0.2
0.072355,0.2
0.07236,0.12
0.072365,0.2
0.07237,0.12
0.072375,3.88
0.07238,3.88
0.072385,3.8
0.07239,3.96
0.072395,3.88
0.0724,3.88
0.072405,3.96
0.07241,3.88
0.072415,3.88
0.07242,3.96
0.072425,3.88
0.07243,3.96
0.072435,0.2
0.07244,0.2
0.072445,0.28
0.07245,0.2
0.072455,0.2
0.07246,0.2
0.072465,0.2
0.07247,3.96
0.072475,3.96
0.07248,3.88
0.072485,3.96
0.07249,3.88
0.072495,3.88
0.0725,0.28
0.072505,0.2
0.07251,0.2
0.072515,0.28
0.07252,0.2
0.072525,0.28
0.07253,0.28
0.072535,0.28
0.07254,0.2
0.072545,0.2
0.07255,0.2
0.072555,0.2
0.07256,3.96
0.072565,3.8
0.07257,3.88
0.072575,3.88
0.07258,3.88
0.072585,3.88
0.07259,3.88
0.072595,0.2
0.0726,0.2
0.072605,0.2
0.07261,0.2
0.072615,0.12
0.07262,0.28
0.072625,3.96
0.07263,3.88
0.072635,3.88
0.07264,3.88
0.072645,3.88
0.07265,3.88
0.072655,0.2
0.07266,0.28
0.072665,0.2
0.07267,0.28
0.072675,0.2
0.07268,0.12
0.072685,3.88
0.07269,3.88
0.072695,3.96
0.0727,3.88
0.072705,3.88
0.07271,3.8
0.072715,3.88
0.07272,3.96
0.072725,3.88
0.07273,3.88
0.072735,3.88
0.07274,3.88
0.072745,3.88
0.07275,0.28
0.072755,0.28
0.07276,0.2
0.072765,0.2
0.07277,0.2
0.072775,0.2
0.07278,3.8
0.072785,3.8
0.07279,3.88
0.072795,3.88
0.0728,3.8
0.072805,3.8
0.07281,0.12
0.072815,0.28
0.07282,0.2
0.072825,0.2
0.07283,0.28
0.072835,0.2
0.07284,0.28
0.072845,0.28
0.07285,0.2
0.072855,0.2
0.07286,0.12
0.072865,0.2
0.07287,0.2
0.072875,3.88
0.07288,3.88
0.072885,3.8
0.07289,3.96
0.072895,3.88
0.0729,3.88
0.072905,3.96
0.07291,4.04
0.072915,3.88
0.07292,3.88
0.072925,3.88
0.07293,3.88
0.072935,0.2
0.07294,0.2
0.072945,0.2
0.07295,0.2
0.072955,0.2
0.07296,0.2
0.072965,0.2
0.07297,3.96
0.072975,3.88
0.07298,3.96
0.072985,3.96
0.07299,3.96
0.072995,3.88
0.073,0.2
0.073005,0.2
0.07301,0.2
0.073015,0.2
0.07302,0.28
0.073025,0.2
0.07303,0.2
0.073035,0.2
0.07304,0.2
0.073045,0.2
0.07305,0.2
0.073055,0.2
0.07306,3.88
0.073065,3.72
0.07307,3.88
0.073075,3.96
0.07308,3.88
0.073085,3.88
0.07309,3.8
0.073095,0.2
0.0731,0.28
0.073105,0.2
0.07311,0.2
0.073115,0.2
0.07312,0.2
0.073125,3.88
0.07313,3.88
0.073135,3.88
0.07314,3.8
0.073145,3.96
0.07315,3.88
0.073155,0.2
0.07316,0.28
0.073165,0.2
0.07317,0.2
0.073175,0.28
0.07318,0.2
0.073185,3.88
0.07319,3.8
0.073195,3.8
0.0732,3.8
0.073205,3.88
0.07321,3.88
0.073215,3.88
0.07322,3.8
0.073225,3.88
0.07323,3.8
0.073235,3.8
0.07324,3.88
0.073245,3.8
0.07325,0.28
0.073255,0.2
0.07326,0.28
0.073265,0.2
0.07327,0.2
0.073275,0.2
0.07328,3.88
0.073285,3.88
0.07329,3.88
0.073295,3.88
0.0733,3.88
0.073305,3.88
0.07331,0.2
0.073315,0.2
0.07332,0.2
0.073325,0.2
0.07333,0.28
0.073335,0.2
0.07334,0.2
0.073345,0.2
0.07335,0.2
0.073355,0.2
0.07336,0.2
0.073365,0.2
0.07337,0.2
0.073375,3.88
0.07338,3.96
0.073385,3.96
0.07339,3.96
0.073395,3.88
0.0734,3.96
0.073405,3.96
0.07341,3.96
0.073415,3.88
0.07342,3.96
0.073425,3.88
0.07343,3.96
0.073435,0.28
0.07344,0.2
0.073445,0.2
0.07345,0.28
0.073455,0.2
0.07346,0.28
0.073465,0.2
0.07347,3.96
0.073475,3.8
0.07348,3.88
0.073485,3.96
0.07349,3.88
0.073495,3.88
0.0735,0.2
0.073505,0.2
0.07351,0.2
0.073515,0.2
0.07352,0.28
0.073525,0.2
0.07353,0.2
0.073535,0.28
0.07354,0.2
0.073545,0.12
0.07355,0.2
0.073555,0.2
0.07356,3.88
0.073565,3.88
0.07357,3.88
0.073575,3.88
0.07358,3.96
0.073585,3.88
0.07359,3.88
0.073595,0.2
0.0736,0.2
0.073605,0.2
0.07361,0.2
0.073615,0.2
0.07362,0.28
0.073625,3.8
0.07363,3.8
0.073635,3.8
0.07364,3.88
0.073645,3.8
0.07365,3.8
0.073655,0.2
0.07366,0.12
0.073665,0.2
0.07367,0.28
0.073675,0.2
0.07368,0.2
0.073685,3.8
0.07369,3.88
0.073695,3.88
0.0737,3.8
0.073705,3.8
0.07371,3.88
0.073715,3.96
0.07372,3.88
0.073725,3.8
0.07373,3.8
0.073735,3.88
0.07374,3.88
0.073745,3.96
